frequency,raw
20.0,-5.453428457865311
20.144928,-5.412905418012693
20.290907,-5.372523463548832
20.437943,-5.332284057804381
20.586045,-5.292187852188969
20.73522,-5.252236061258768
20.885476,-5.212429642444739
21.03682,-5.172769831068867
21.189262,-5.1332570942685445
21.342808,-5.093892957509608
21.497467,-5.054678182328389
21.653246,-5.015614054633337
21.810155,-4.976701123108291
21.9682,-4.937940946987568
22.127391,-4.899334111300607
22.287735,-4.860881949836441
22.449241,-4.822585324985269
22.611917,-4.784445353268086
22.775773,-4.746462699850858
22.940815,-4.708638971338835
23.107054,-4.6709746353565915
23.274497,-4.633471089060878
23.443154,-4.5961290658526535
23.613033,-4.558949761065968
23.784142,-4.521934375670344
23.956492,-4.485083478025502
24.130091,-4.448398301093076
24.304947,-4.411880081520176
24.481071,-4.375529443609085
24.658471,-4.339347651692214
24.837156,-4.303335771606759
25.017137,-4.267494484216712
25.198421,-4.231825281928391
25.381019,-4.196328874837047
25.56494,-4.161006382487752
25.750195,-4.125858555441277
25.936791,-4.090886915290775
26.12474,-4.056092052167174
26.31405,-4.021475316647713
26.504733,-3.987037337878991
26.696797,-3.9527794857946903
26.890253,-3.918702600519178
27.085111,-3.8848077163098917
27.281381,-3.8510958791315617
27.479073,-3.81756814597178
27.678198,-3.784225417790561
27.878765,-3.7510689422439145
28.080786,-3.718099481059685
28.284271,-3.685318141210552
28.489231,-3.65272587927015
28.695675,-3.6203239788678983
28.903616,-3.5881131062043847
29.113064,-3.5560944131455527
29.324029,-3.524269056479707
29.536523,-3.492637901629942
29.750557,-3.4612019795218
29.966142,-3.4299623319993526
30.183289,-3.3989200111405573
30.402009,-3.3680760785854367
30.622315,-3.337431328581845
30.844217,-3.3069869875556672
31.067726,-3.27674414747572
31.292856,-3.246703509698471
31.519617,-3.216866326702137
31.748021,-3.187233591409404
31.97808,-3.1578063089551995
32.209807,-3.1285853707633193
32.443212,-3.09957205643133
32.678309,-3.0707671548082986
32.91511,-3.042171718067916
33.153626,-3.013786925166953
33.393871,-2.9856136069167154
33.635857,-2.957652844668332
33.879596,-2.9299057264064907
34.125101,-2.9023732348280515
34.372386,-2.8750562550968457
34.621462,-2.8479560143038287
34.872344,-2.82107331162435
35.125043,-2.7944093881117156
35.379574,-2.767965068709645
35.635949,-2.741741504292244
35.894182,-2.715739647409599
36.154286,-2.6899605624909144
36.416274,-2.6644053205029827
36.680162,-2.6390747126697605
36.945961,-2.613970022343523
37.213687,-2.5890920643523776
37.483353,-2.564441947618563
37.754973,-2.540020695126648
38.028561,-2.5158293384520625
38.304131,-2.491868917084807
38.581699,-2.468140308242387
38.861278,-2.444644657240474
39.142882,-2.4213830276012622
39.426528,-2.3983562466906068
39.712229,-2.375565479665244
40.0,-2.35301173459617
40.289856,-2.330696028403152
40.581813,-2.308619311227582
40.875886,-2.2867826196868704
41.172089,-2.265187069378417
41.470439,-2.243833563945119
41.770951,-2.2227231622827035
42.073641,-2.201856859763108
42.378524,-2.1812357280783563
42.685616,-2.1608607766987076
42.994934,-2.1407329586441515
43.306493,-2.1208533656315796
43.620309,-2.1012230290194873
43.9364,-2.0818428647509437
44.254781,-2.0627139823122236
44.57547,-2.0438373161315835
44.898482,-2.0252139854432896
45.223835,-2.006844940410359
45.551545,-1.988731252771888
45.881631,-1.9708738357787434
46.214108,-1.9532738275122523
46.548994,-1.9359322085902675
46.886308,-1.9188499189368415
47.226065,-1.9020281074258307
47.568285,-1.8854676782411168
47.912984,-1.8691688307017698
48.260181,-1.8531279930965876
48.609894,-1.8373407406051774
48.962142,-1.8218026100871911
49.316942,-1.8065092322982859
49.674312,-1.7914561964807438
50.034273,-1.7766389734499148
50.396842,-1.7620532073610202
50.762038,-1.7476944633723182
51.129881,-1.733558274255343
51.500389,-1.7196402555135517
51.873582,-1.70593595107909
52.24948,-1.6924409121415143
52.628101,-1.6791507659011449
53.009466,-1.6660610375636273
53.393594,-1.6531673273546572
53.780506,-1.640465172635288
54.170222,-1.627950149954437
54.562762,-1.6156178398806316
54.958146,-1.6034638265811683
55.356395,-1.5914836676781114
55.757531,-1.5796728970469902
56.161573,-1.5680271414513658
56.568542,-1.5565419713761914
56.978461,-1.5452129067168245
57.391351,-1.5340355291435455
57.807232,-1.5230054497489722
58.226127,-1.5121182031985267
58.648058,-1.501369356114902
59.073046,-1.4907545040506007
59.501113,-1.4802692202258865
59.932283,-1.4699090338419047
60.366577,-1.4596695509921613
60.804018,-1.4495463330204381
61.244629,-1.4395349455969837
61.688433,-1.4296309583642532
62.135453,-1.4198299446175409
62.585712,-1.410127481019292
63.039234,-1.4005191263363044
63.496042,-1.3910004642630425
63.956161,-1.3815670404357385
64.419613,-1.3722144655451076
64.886424,-1.3629382723595884
65.356618,-1.3537340381367728
65.830219,-1.3445973430915856
66.307252,-1.3355237513397993
66.787742,-1.3265088306610404
67.271713,-1.317548170665248
67.759192,-1.3086373087833536
68.250203,-1.2997718411714203
68.744772,-1.2909473305371506
69.242925,-1.282159343189493
69.744688,-1.2734034488458328
70.250086,-1.2646752376522459
70.759147,-1.2559702511504554
71.271897,-1.2472840689116498
71.788363,-1.2386122566506017
72.308571,-1.2299504000160848
72.832549,-1.2212940544635857
73.360323,-1.2126388117835296
73.891923,-1.2039813886289272
74.427374,-1.1953233352430768
74.966705,-1.186667327002103
75.509945,-1.1780160430096278
76.057121,-1.1693721974957467
76.608262,-1.1607384760063546
77.163398,-1.1521175520717213
77.722555,-1.1435121644028945
78.285765,-1.1349249621698696
78.853056,-1.1263586594743331
