frequency,raw
20.0,3.183577686208532
20.144928,3.2119241995370618
20.290907,3.2396135708096234
20.437943,3.2666509433815016
20.586045,3.293042013911859
20.73522,3.3187920998628226
20.885476,3.3439066898996654
21.03682,3.3683910997114253
21.189262,3.392251115400333
21.342808,3.415491875680296
21.497467,3.4381189821995837
21.653246,3.460137730813289
21.810155,3.4815538324709254
21.9682,3.50237243714711
22.127391,3.5225992274037314
22.287735,3.5422394854692993
22.449241,3.561298741658862
22.611917,3.5797823966367943
22.775773,3.597696066128848
22.940815,3.6150449218622227
23.107054,3.6318346663572534
23.274497,3.6480705773478466
23.443154,3.663758226629875
23.613033,3.6789029862325107
23.784142,3.6935102350395854
23.956492,3.707585598808496
24.130091,3.7211344393001773
24.304947,3.734162127844819
24.481071,3.746674253662804
24.658471,3.7586761779650764
24.837156,3.770173336396719
25.017137,3.781171282702669
25.198421,3.7916753199762607
25.381019,3.8016909906398983
25.56494,3.811223713962633
25.750195,3.8202790070013304
25.936791,3.8288621892334707
26.12474,3.836978816276444
26.31405,3.844634259400925
26.504733,3.8518340524355277
26.696797,3.8585835689683377
26.890253,3.8648882943565472
27.085111,3.87075367298939
27.281381,3.876185148222522
27.479073,3.881188163165177
27.678198,3.885768183279523
27.878765,3.8899306270144183
28.080786,3.8936809760599975
28.284271,3.897024666855434
28.489231,3.899967152722167
28.695675,3.902513860319619
28.903616,3.904670266423907
29.113064,3.90644180739414
29.324029,3.907833925627988
29.536523,3.9088520776293265
29.750557,3.9095017103895926
29.966142,3.90978827146265
30.183289,3.9097172095801844
30.402009,3.9092939752157734
30.622315,3.908524012582801
30.844217,3.9074127739443285
31.067726,3.905965713840377
31.292856,3.9041882648240724
31.519617,3.902085887082869
31.748021,3.899664028712971
31.97808,3.8969281378795118
32.209807,3.8938836496813596
32.443212,3.8905360405137355
32.678309,3.8868907336175136
32.91511,3.882953179732319
33.153626,3.8787288507005124
33.393871,3.8742231679008676
33.635857,3.869441588639713
33.879596,3.8643895742768355
34.125101,3.85907256834693
34.372386,3.853495992373111
34.621462,3.847665337479304
34.872344,3.841586004862925
35.125043,3.8352634933142618
35.379574,3.82870320589645
35.635949,3.8219106234242983
35.894182,3.8148911779021764
36.154286,3.807650330508728
36.416274,3.8001935463916836
36.680162,3.792526206803245
36.945961,3.784653840120316
37.213687,3.7765818317018205
37.483353,3.768315658287647
37.754973,3.759860770352162
38.028561,3.7512226216996636
38.304131,3.742406669678336
38.581699,3.733418310217768
38.861278,3.7242630390561438
39.142882,3.71494632425696
39.426528,3.7054735374262124
39.712229,3.6958501863537143
40.0,3.686081716333584
40.289856,3.6761735762053895
40.581813,3.666131184021264
40.875886,3.655959995626136
41.172089,3.6456655057553227
41.470439,3.6352531088947084
41.770951,3.624728272782563
42.073641,3.6140964342302495
42.378524,3.603363069198409
42.685616,3.59253362259446
42.994934,3.581613508013699
43.306493,3.570608213728042
43.620309,3.5595231968555154
43.9364,3.5483638480122646
44.254781,3.5371356679489296
44.57547,3.5258440558072186
44.898482,3.5144945206390217
45.223835,3.503092470158422
45.551545,3.4916433865456535
45.881631,3.4801526515399783
46.214108,3.468625790622411
46.548994,3.4570682289424983
46.886308,3.445485362099786
47.226065,3.4338827273899377
47.568285,3.422265695154762
47.912984,3.410639995391472
48.260181,3.3990121363549974
48.609894,3.3873888836442925
48.962142,3.37577697424494
49.316942,3.364183215413219
49.674312,3.3526143848530072
50.034273,3.3410771681798885
50.396842,3.329578384600833
50.762038,3.3181247927837294
51.129881,3.3067231249172715
51.500389,3.295380179691743
51.873582,3.2841026980942742
52.24948,3.2728974263501254
52.628101,3.2617711740859234
53.009466,3.250730666050809
53.393594,3.239782689810671
53.780506,3.22893397970508
54.170222,3.2181913031954124
54.562762,3.207561431361363
54.958146,3.197051138540449
55.356395,3.186667176124795
55.757531,3.1764162747730103
56.161573,3.166305245781562
56.568542,3.1563408515908256
56.978461,3.1465298107504873
57.391351,3.1368788955230493
57.807232,3.1273949033777972
58.226127,3.118084565876322
58.648058,3.1089546423466383
59.073046,3.100011916547919
59.501113,3.0912631529151953
59.932283,3.0827150795757228
60.366577,3.0743744885639197
60.804018,3.0662481346797748
61.244629,3.058342776512912
61.688433,3.050665175959038
62.135453,3.043222097713662
62.585712,3.0360203087442557
63.039234,3.0290665627419755
63.496042,3.0223676315677634
63.956161,3.0159302603837745
64.419613,3.0097612387215764
64.886424,3.0038673036778727
65.356618,2.9982552226157235
65.830219,2.992931763899948
66.307252,2.987903686084572
66.787742,2.9831777502903245
67.271713,2.9787607283646644
67.759192,2.9746593664532437
68.250203,2.9708804391231425
68.744772,2.967430704865794
69.242925,2.964316924423194
69.744688,2.9615458601323574
70.250086,2.9591242796789263
70.759147,2.9570589369738647
71.271897,2.955356597257688
71.788363,2.9540240223999996
72.308571,2.953067976822663
72.832549,2.952495220893808
73.360323,2.9523125175474316
73.891923,2.952521274660681
74.427374,2.953101483493987
74.966705,2.954027781846468
75.509945,2.9552748097860464
76.057121,2.956817202417053
76.608262,2.9586295985430575
77.163398,2.960686640970277
77.722555,2.9629629564196063
78.285765,2.9654331940484777
78.853056,2.9680719861986935
79.424458,2.97085397270325
80.0,2.9737537875135995
80.579713,2.9767460735080253
81.163627,2.979805467543924
81.751772,2.9829066052108892
82.344179,2.986024126199498
82.940879,2.989132669023357
83.541903,2.9922068709967173
84.147282,2.995221368354157
84.757048,2.9981508012102274
85.371232,3.000969803838518
85.989867,3.0036530187592327
86.612985,3.0061750826266507
87.240619,3.0085106350775255
87.8728,3.010634307862745
